time,robot_x_axis,robot_y_axis,robot_z_axis
1661981640340116024,0.0863,-0.0528,0.0268
1661981640389146327,0.0863,-0.0528,0.0263
1661981640438421249,0.0863,-0.0528,0.0257
1661981640487531661,0.0863,-0.0528,0.0251
1661981640536625862,0.0863,-0.0528,0.0245
1661981640585934638,0.0863,-0.0528,0.0239
1661981640634868144,0.0863,-0.0528,0.0232
1661981640684087991,0.0863,-0.0528,0.0226
1661981640733210325,0.0863,-0.0528,0.022
1661981640782420396,0.0863,-0.0528,0.0214
1661981640831757545,0.0863,-0.0528,0.0207
1661981640880743026,0.0863,-0.0528,0.0201
1661981640929908514,0.0863,-0.0528,0.0195
1661981640979050636,0.0863,-0.0528,0.0189
1661981641028099060,0.0863,-0.0528,0.0182
1661981641077221632,0.0863,-0.0528,0.0176
1661981641126710176,0.0863,-0.0528,0.017
1661981641179498910,0.0863,-0.0528,0.0164
1661981641228860616,0.0863,-0.0528,0.0157
1661981641278049230,0.0863,-0.0528,0.0151
1661981641327189922,0.0863,-0.0528,0.0145
1661981641376517772,0.0863,-0.0528,0.0138
1661981641425557136,0.0863,-0.0528,0.0132
1661981641474427461,0.0863,-0.0528,0.0126
1661981641523541450,0.0863,-0.0528,0.012
1661981641572828769,0.0863,-0.0528,0.0114
1661981641621927738,0.0863,-0.0528,0.0108
1661981641671117067,0.0863,-0.0528,0.0103
1661981641720197439,0.0863,-0.0528,0.0099
1661981641769453763,0.0863,-0.0528,0.0095
1661981641818561315,0.0863,-0.0528,0.0091
1661981641867898702,0.0863,-0.0528,0.0088
1661981641916786670,0.0863,-0.0528,0.0086
1661981641966014385,0.0863,-0.0528,0.0084
1661981642015476226,0.0863,-0.0528,0.0082
1661981642064440727,0.0863,-0.0528,0.0081
1661981642113649845,0.0863,-0.0528,0.008
1661981642179045200,0.0863,-0.0528,0.008
1661981642228221654,0.0863,-0.0528,0.008
1661981642257037162,0.0863,-0.0528,0.008
1661981642306112051,0.0863,-0.0528,0.008
1661981642355241775,0.0863,-0.0528,0.008
1661981642404508352,0.0863,-0.0528,0.008
1661981642453481197,0.0863,-0.0528,0.008
1661981642502749204,0.0863,-0.0528,0.008
1661981642551952362,0.0863,-0.0528,0.008
1661981642600975275,0.0863,-0.0528,0.008
1661981642653929233,0.0863,-0.0528,0.008
1661981642703333139,0.0863,-0.0528,0.008
1661981642752525806,0.0863,-0.0528,0.008
1661981642801549673,0.0863,-0.0528,0.008
1661981642851155757,0.0863,-0.0528,0.008
1661981642900078535,0.0863,-0.0528,0.008
1661981642949197530,0.0863,-0.0528,0.008
1661981642998428106,0.0863,-0.0528,0.008
1661981643047445297,0.0863,-0.0528,0.008
1661981643096774578,0.0863,-0.0528,0.008
1661981643149654388,0.0863,-0.0528,0.008
1661981643199039936,0.0863,-0.0528,0.008
1661981643248105287,0.0863,-0.0528,0.008
1661981643297357559,0.0863,-0.0528,0.008
1661981643346490383,0.0863,-0.0528,0.008
1661981643395653724,0.0863,-0.0528,0.008
1661981643444790601,0.0863,-0.0528,0.008
1661981643493931531,0.0863,-0.0528,0.008
1661981643543113946,0.0863,-0.0528,0.008
1661981643592545270,0.0863,-0.0528,0.008
1661981643645205497,0.0863,-0.0528,0.008
1661981643694741487,0.0863,-0.0528,0.008
1661981643743863582,0.0863,-0.0528,0.008
1661981643785110473,0.0863,-0.0528,0.008
1661981643821628570,0.0863,-0.0528,0.008
1661981643878993511,0.0863,-0.0527,0.008
1661981643928208351,0.0863,-0.0527,0.008
1661981643977358579,0.0863,-0.0526,0.008
1661981644026448726,0.0863,-0.0524,0.008
1661981644075877904,0.0863,-0.0523,0.008
1661981644128709077,0.0863,-0.0522,0.008
1661981644177981138,0.0863,-0.0521,0.008
1661981644227204322,0.0863,-0.0519,0.008
1661981644284582853,0.0863,-0.0518,0.008
1661981644333872318,0.0863,-0.0517,0.008
1661981644382902622,0.0863,-0.0515,0.008
1661981644431967973,0.0863,-0.0514,0.008
1661981644481147289,0.0863,-0.0513,0.008
1661981644530344724,0.0863,-0.0512,0.008
1661981644579550027,0.0863,-0.051,0.008
1661981644628579616,0.0863,-0.0509,0.008
1661981644686122179,0.0863,-0.0508,0.008
1661981644735335588,0.0863,-0.0506,0.008
1661981644784300565,0.0863,-0.0505,0.008
1661981644833495616,0.0863,-0.0504,0.008
1661981644882595777,0.0863,-0.0503,0.008
1661981644931788444,0.0863,-0.0501,0.008
1661981644981017589,0.0863,-0.05,0.008
1661981645030088424,0.0863,-0.0499,0.008
1661981645087789297,0.0863,-0.0497,0.008
1661981645136671781,0.0863,-0.0496,0.008
1661981645185764551,0.0863,-0.0495,0.008
1661981645234939813,0.0863,-0.0494,0.008
1661981645284018993,0.0863,-0.0492,0.008
1661981645333146333,0.0863,-0.0491,0.008
1661981645382324218,0.0863,-0.049,0.008
1661981645431533813,0.0863,-0.0489,0.008
1661981645488877296,0.0863,-0.0487,0.008
1661981645537998676,0.0863,-0.0486,0.008
1661981645587167024,0.0863,-0.0485,0.008
1661981645640257358,0.0863,-0.0483,0.008
1661981645689616203,0.0863,-0.0482,0.008
1661981645738736152,0.0863,-0.0481,0.008
1661981645788036584,0.0863,-0.048,0.008
1661981645837146520,0.0863,-0.0478,0.008
1661981645894474267,0.0863,-0.0477,0.008
1661981645943656206,0.0863,-0.0476,0.008
1661981645992796659,0.0863,-0.0474,0.008
1661981646041962385,0.0863,-0.0473,0.008
1661981646091369152,0.0863,-0.0472,0.008
1661981646140306234,0.0863,-0.0471,0.008
1661981646189390182,0.0863,-0.0469,0.008
1661981646238640308,0.0863,-0.0468,0.008
1661981646296048402,0.0863,-0.0467,0.008
1661981646345254182,0.0863,-0.0465,0.008
1661981646394360780,0.0863,-0.0464,0.008
1661981646443530559,0.0863,-0.0463,0.008
1661981646492513418,0.0863,-0.0462,0.008
1661981646541654825,0.0863,-0.0461,0.008
1661981646591050148,0.0863,-0.0459,0.008
1661981646640044689,0.0863,-0.0458,0.008
1661981646697307109,0.0863,-0.0457,0.008
1661981646746580839,0.0863,-0.0455,0.008
1661981646795846700,0.0863,-0.0454,0.008
1661981646844971656,0.0863,-0.0453,0.008
1661981646894090890,0.0863,-0.0452,0.008
1661981646943506956,0.0863,-0.045,0.008
1661981646992379665,0.0863,-0.0449,0.008
1661981647041750431,0.0863,-0.0448,0.008
1661981647099065542,0.0863,-0.0446,0.008
1661981647151762008,0.0863,-0.0445,0.008
1661981647201172590,0.0863,-0.0444,0.008
1661981647250356912,0.0863,-0.0443,0.008
1661981647299592018,0.0863,-0.0441,0.008
1661981647348661899,0.0863,-0.044,0.008
1661981647397959947,0.0863,-0.0439,0.008
1661981647447056293,0.0863,-0.0438,0.008
1661981647504329442,0.0863,-0.0436,0.008
1661981647553531408,0.0863,-0.0435,0.008
1661981647602634429,0.0863,-0.0434,0.008
1661981647651916027,0.0863,-0.0432,0.008
1661981647701182365,0.0863,-0.0431,0.008
1661981647750252485,0.0863,-0.043,0.008
1661981647799388170,0.0863,-0.0429,0.008
1661981647848501920,0.0863,-0.0427,0.008
1661981647905712842,0.0863,-0.0426,0.008
1661981647954927682,0.0863,-0.0425,0.008
1661981648004315376,0.0863,-0.0423,0.008
1661981648053290843,0.0863,-0.0422,0.008
1661981648102929830,0.0863,-0.0421,0.008
1661981648151945829,0.0863,-0.042,0.008
1661981648200775384,0.0863,-0.0418,0.008
1661981648249917030,0.0863,-0.0417,0.008
1661981648307077646,0.0863,-0.0416,0.008
1661981648356346368,0.0863,-0.0415,0.008
1661981648405528545,0.0863,-0.0413,0.008
1661981648454622030,0.0863,-0.0412,0.008
1661981648503849267,0.0863,-0.0411,0.008
1661981648553046464,0.0863,-0.041,0.008
1661981648602235078,0.0863,-0.0408,0.008
1661981648655277013,0.0863,-0.0407,0.008
1661981648712741613,0.0863,-0.0405,0.008
1661981648761922359,0.0863,-0.0404,0.008
1661981648811144590,0.0863,-0.0403,0.008
1661981648860303163,0.0863,-0.0402,0.008
1661981648909414291,0.0863,-0.04,0.008
1661981648958475351,0.0863,-0.0399,0.008
1661981649007636308,0.0863,-0.0398,0.008
1661981649057022094,0.0863,-0.0397,0.008
1661981649114379405,0.0863,-0.0395,0.008
1661981649163401126,0.0863,-0.0394,0.008
1661981649212500333,0.0863,-0.0393,0.008
1661981649261709451,0.0863,-0.0392,0.008
1661981649310717344,0.0863,-0.039,0.008
1661981649359935283,0.0863,-0.0389,0.008
1661981649409034967,0.0863,-0.0388,0.008
1661981649458200216,0.0863,-0.0387,0.008
1661981649515723943,0.0863,-0.0385,0.008
1661981649564784526,0.0863,-0.0384,0.008
1661981649613944530,0.0863,-0.0383,0.008
1661981649663142204,0.0863,-0.0381,0.008
1661981649714793920,0.0863,-0.038,0.008
1661981649765157699,0.0863,-0.0379,0.008
1661981649814712047,0.0863,-0.0378,0.008
1661981649863919258,0.0863,-0.0376,0.008
1661981649921095132,0.0863,-0.0375,0.008
1661981649970274925,0.0863,-0.0374,0.008
1661981650019526958,0.0863,-0.0372,0.008
1661981650068635940,0.0863,-0.0371,0.008
1661981650118097066,0.0863,-0.037,0.008
1661981650171173095,0.0863,-0.0369,0.008
1661981650220232963,0.0863,-0.0367,0.008
1661981650269345760,0.0863,-0.0366,0.008
1661981650326614379,0.0863,-0.0365,0.008
1661981650375927209,0.0863,-0.0363,0.008
1661981650425126314,0.0863,-0.0362,0.008
1661981650474313020,0.0863,-0.0361,0.008
1661981650523429632,0.0863,-0.036,0.008
1661981650572520971,0.0863,-0.0358,0.008
1661981650621625900,0.0863,-0.0357,0.008
1661981650670902967,0.0863,-0.0356,0.008
1661981650728121995,0.0863,-0.0354,0.008
1661981650777234315,0.0863,-0.0353,0.008
1661981650826527595,0.0863,-0.0352,0.008
1661981650875630855,0.0863,-0.0351,0.008
1661981650924840688,0.0863,-0.0349,0.008
1661981650973846197,0.0863,-0.0348,0.008
1661981651023034095,0.0863,-0.0347,0.008
1661981651072175264,0.0863,-0.0346,0.008
1661981651129874944,0.0863,-0.0344,0.008
1661981651178701877,0.0863,-0.0343,0.008
1661981651227907419,0.0863,-0.0342,0.008
1661981651277005672,0.0863,-0.034,0.008
1661981651326179981,0.0863,-0.0339,0.008
1661981651375322103,0.0863,-0.0338,0.008
1661981651424494504,0.0863,-0.0337,0.008
1661981651473620891,0.0863,-0.0335,0.008
1661981651531169652,0.0863,-0.0334,0.008
1661981651580221891,0.0863,-0.0333,0.008
1661981651629487752,0.0863,-0.0331,0.008
1661981651682329177,0.0863,-0.033,0.008
1661981651731738805,0.0863,-0.0329,0.008
1661981651781042337,0.0863,-0.0328,0.008
1661981651830125808,0.0863,-0.0326,0.008
1661981651879185438,0.0863,-0.0325,0.008
1661981651936494588,0.0863,-0.0324,0.008
1661981651985630512,0.0863,-0.0322,0.008
1661981652034931659,0.0863,-0.0321,0.008
1661981652084018230,0.0863,-0.032,0.008
1661981652133333206,0.0863,-0.0319,0.008
1661981652182400226,0.0863,-0.0317,0.008
1661981652231390237,0.0863,-0.0316,0.008
1661981652280606746,0.0863,-0.0315,0.008
1661981652337953805,0.0863,-0.0314,0.008
1661981652387113332,0.0863,-0.0312,0.008
1661981652436370611,0.0863,-0.0311,0.008
1661981652485491275,0.0863,-0.031,0.008
1661981652534754514,0.0863,-0.0309,0.008
1661981652583848714,0.0863,-0.0307,0.008
1661981652632931232,0.0863,-0.0306,0.008
1661981652682292222,0.0863,-0.0305,0.008
1661981652739440441,0.0863,-0.0303,0.008
1661981652788646936,0.0863,-0.0302,0.008
1661981652837765932,0.0863,-0.0301,0.008
1661981652887022495,0.0863,-0.03,0.008
1661981652936162710,0.0863,-0.0298,0.008
1661981652985333681,0.0863,-0.0297,0.008
1661981653034496068,0.0863,-0.0296,0.008
1661981653083499670,0.0863,-0.0295,0.008
1661981653141032934,0.0863,-0.0293,0.008
1661981653193925857,0.0863,-0.0292,0.008
1661981653243219375,0.0863,-0.0291,0.008
1661981653292423725,0.0863,-0.0289,0.008
1661981653341985225,0.0863,-0.0288,0.008
1661981653390816926,0.0863,-0.0287,0.008
1661981653440145969,0.0863,-0.0286,0.008
1661981653489158391,0.0863,-0.0284,0.008
1661981653546529769,0.0863,-0.0283,0.008
1661981653595620632,0.0863,-0.0282,0.008
1661981653644838809,0.0863,-0.028,0.008
1661981653693882942,0.0863,-0.0279,0.008
1661981653743042707,0.0863,-0.0278,0.008
1661981653792168140,0.0863,-0.0277,0.008
1661981653841317176,0.0863,-0.0275,0.008
1661981653890517950,0.0863,-0.0274,0.008
1661981653947938203,0.0863,-0.0273,0.008
1661981653997171401,0.0863,-0.0271,0.008
1661981654046228885,0.0863,-0.027,0.008
1661981654095652341,0.0863,-0.0269,0.008
1661981654145084857,0.0863,-0.0268,0.008
1661981654193819999,0.0863,-0.0266,0.008
1661981654243023157,0.0863,-0.0265,0.008
1661981654291945695,0.0863,-0.0264,0.008
1661981654349383831,0.0863,-0.0263,0.008
1661981654398693084,0.0863,-0.0261,0.008
1661981654447700738,0.0863,-0.026,0.008
1661981654496776103,0.0863,-0.0259,0.008
1661981654545905113,0.0863,-0.0258,0.008
1661981654595165967,0.0863,-0.0256,0.008
1661981654644277334,0.0863,-0.0255,0.008
1661981654697183370,0.0863,-0.0254,0.008
1661981654755085706,0.0863,-0.0252,0.008
1661981654804116010,0.0863,-0.0251,0.008
1661981654853221178,0.0863,-0.025,0.008
1661981654902345418,0.0863,-0.0248,0.008
1661981654951422691,0.0863,-0.0247,0.008
1661981655000712394,0.0863,-0.0246,0.008
1661981655050004720,0.0863,-0.0245,0.008
1661981655099141359,0.0863,-0.0243,0.008
1661981655156612396,0.0863,-0.0242,0.008
1661981655205501079,0.0863,-0.0241,0.008
1661981655254683732,0.0863,-0.024,0.008
1661981655303749084,0.0863,-0.0238,0.008
1661981655353030443,0.0863,-0.0237,0.008
1661981655402134180,0.0863,-0.0236,0.008
1661981655451439142,0.0863,-0.0235,0.008
1661981655500564575,0.0863,-0.0233,0.008
1661981655557919979,0.0863,-0.0232,0.008
1661981655606963396,0.0863,-0.0231,0.008
1661981655656199216,0.0863,-0.0229,0.008
1661981655705287456,0.0863,-0.0228,0.008
1661981655754375696,0.0863,-0.0227,0.008
1661981655803564786,0.0863,-0.0226,0.008
1661981655852832317,0.0863,-0.0224,0.008
1661981655901930332,0.0863,-0.0223,0.008
1661981655959116697,0.0863,-0.0222,0.008
1661981656008265972,0.0863,-0.022,0.008
1661981656057520866,0.0863,-0.0219,0.008
1661981656106804847,0.0863,-0.0218,0.008
1661981656156083822,0.0863,-0.0217,0.008
1661981656208864450,0.0863,-0.0215,0.008
1661981656258176803,0.0863,-0.0214,0.008
1661981656307366371,0.0863,-0.0213,0.008
1661981656364745140,0.0863,-0.0211,0.008
1661981656413894653,0.0863,-0.021,0.008
1661981656463094711,0.0863,-0.0209,0.008
1661981656512351274,0.0863,-0.0208,0.008
1661981656561451196,0.0863,-0.0206,0.008
1661981656610609054,0.0863,-0.0205,0.008
1661981656659707069,0.0863,-0.0204,0.008
1661981656709022045,0.0863,-0.0203,0.008
1661981656766159296,0.0863,-0.0201,0.008
1661981656815529108,0.0863,-0.02,0.008
1661981656864635705,0.0863,-0.0199,0.008
1661981656913595199,0.0863,-0.0197,0.008
1661981656962796211,0.0863,-0.0196,0.008
1661981657012128114,0.0863,-0.0195,0.008
1661981657061363458,0.0863,-0.0194,0.008
1661981657110368490,0.0863,-0.0192,0.008
1661981657167884111,0.0863,-0.0191,0.008
1661981657216964721,0.0863,-0.019,0.008
1661981657265964984,0.0863,-0.0189,0.008
1661981657315122365,0.0863,-0.0187,0.008
1661981657364291667,0.0863,-0.0186,0.008
1661981657413367509,0.0863,-0.0185,0.008
1661981657462621688,0.0863,-0.0184,0.008
1661981657511750459,0.0863,-0.0182,0.008
1661981657569004535,0.0863,-0.0181,0.008
1661981657618303060,0.0863,-0.018,0.008
1661981657667471885,0.0863,-0.0178,0.008
1661981657720453023,0.0863,-0.0177,0.008
1661981657769866943,0.0863,-0.0176,0.008
1661981657818984985,0.0863,-0.0174,0.008
1661981657868222713,0.0863,-0.0173,0.008
1661981657917444467,0.0863,-0.0172,0.008
1661981657974711179,0.0863,-0.0171,0.008
1661981658023834228,0.0863,-0.0169,0.008
1661981658073052167,0.0863,-0.0168,0.008
1661981658122185230,0.0863,-0.0167,0.008
1661981658171524047,0.0863,-0.0166,0.008
1661981658220478057,0.0863,-0.0164,0.008
1661981658269613981,0.0863,-0.0163,0.008
1661981658318758726,0.0863,-0.0162,0.008
1661981658376132249,0.0863,-0.016,0.008
1661981658425276517,0.0863,-0.0159,0.008
1661981658474563598,0.0863,-0.0158,0.008
1661981658523663282,0.0863,-0.0157,0.008
1661981658573027610,0.0863,-0.0155,0.008
1661981658622133255,0.0863,-0.0154,0.008
1661981658672082185,0.0863,-0.0153,0.008
1661981658720589637,0.0863,-0.0152,0.008
1661981658777471065,0.0863,-0.015,0.008
1661981658826685428,0.0863,-0.0149,0.008
1661981658876003026,0.0863,-0.0148,0.008
1661981658925010442,0.0863,-0.0146,0.008
1661981658974108457,0.0863,-0.0145,0.008
1661981659023352622,0.0863,-0.0144,0.008
1661981659072496891,0.0863,-0.0143,0.008
1661981659121571540,0.0863,-0.0141,0.008
1661981659179137468,0.0863,-0.014,0.008
1661981659232044458,0.0863,-0.0139,0.008
1661981659281211614,0.0863,-0.0137,0.008
1661981659330494165,0.0863,-0.0136,0.008
1661981659379638433,0.0863,-0.0135,0.008
1661981659428683042,0.0863,-0.0134,0.008
1661981659477895975,0.0863,-0.0132,0.008
1661981659527136802,0.0863,-0.0131,0.008
1661981659584564924,0.0863,-0.013,0.008
1661981659633620023,0.0863,-0.0129,0.008
1661981659682981967,0.0863,-0.0127,0.008
1661981659732067346,0.0863,-0.0126,0.008
1661981659781207561,0.0863,-0.0125,0.008
1661981659830340623,0.0863,-0.0124,0.008
1661981659879472017,0.0863,-0.0122,0.008
1661981659928591012,0.0863,-0.0121,0.008
1661981659985887527,0.0863,-0.012,0.008
1661981660035093545,0.0863,-0.0119,0.008
1661981660084200620,0.0863,-0.0117,0.008
1661981660133347511,0.0863,-0.0116,0.008
1661981660182777881,0.0863,-0.0115,0.008
1661981660231803417,0.0863,-0.0114,0.008
1661981660281017303,0.0863,-0.0112,0.008
1661981660330180168,0.0863,-0.0111,0.008
1661981660387406587,0.0863,-0.011,0.008
1661981660436598777,0.0863,-0.0108,0.008
1661981660485753536,0.0863,-0.0107,0.008
1661981660534955978,0.0863,-0.0106,0.008
1661981660584024667,0.0863,-0.0105,0.008
1661981660633182287,0.0863,-0.0104,0.008
1661981660682514905,0.0863,-0.0102,0.008
1661981660735342025,0.0863,-0.0101,0.008
1661981660792874336,0.0863,-0.0099,0.008
1661981660842105865,0.0863,-0.0098,0.008
1661981660891217470,0.0863,-0.0097,0.008
1661981660940397262,0.0863,-0.0096,0.008
1661981660989536285,0.0863,-0.0095,0.008
1661981661038823604,0.0863,-0.0093,0.008
1661981661088179349,0.0863,-0.0092,0.008
1661981661137090444,0.0863,-0.0091,0.008
1661981661194792985,0.0863,-0.0089,0.008
1661981661243649005,0.0863,-0.0088,0.008
1661981661292695999,0.0863,-0.0087,0.008
1661981661341784477,0.0863,-0.0086,0.008
1661981661391191482,0.0863,-0.0085,0.008
1661981661440257549,0.0863,-0.0083,0.008
1661981661489334583,0.0863,-0.0082,0.008
1661981661538461208,0.0863,-0.0081,0.008
1661981661595889568,0.0863,-0.0079,0.008
1661981661645070075,0.0863,-0.0078,0.008
1661981661694088220,0.0863,-0.0077,0.008
1661981661743340730,0.0863,-0.0076,0.008
1661981661792702913,0.0863,-0.0075,0.008
1661981661841547250,0.0863,-0.0073,0.008
1661981661890748500,0.0863,-0.0072,0.008
1661981661939907550,0.0863,-0.0071,0.008
1661981661997197151,0.0863,-0.0069,0.008
1661981662046369552,0.0863,-0.0068,0.008
1661981662095736265,0.0863,-0.0067,0.008
1661981662144711494,0.0863,-0.0066,0.008
1661981662194227933,0.0863,-0.0065,0.008
1661981662246897459,0.0863,-0.0063,0.008
1661981662296399354,0.0863,-0.0062,0.008
1661981662345587015,0.0863,-0.0061,0.008
1661981662402813434,0.0863,-0.0059,0.008
1661981662451899290,0.0863,-0.0058,0.008
1661981662501075029,0.0863,-0.0057,0.008
1661981662550236463,0.0863,-0.0056,0.008
1661981662599497556,0.0863,-0.0055,0.008
1661981662648573875,0.0863,-0.0053,0.008
1661981662697760820,0.0863,-0.0052,0.008
1661981662747016668,0.0863,-0.0051,0.008
1661981662804133415,0.0863,-0.0049,0.008
1661981662853370666,0.0863,-0.0048,0.008
1661981662902697324,0.0863,-0.0047,0.008
1661981662951666355,0.0863,-0.0046,0.008
1661981663000989437,0.0863,-0.0045,0.008
1661981663050071239,0.0863,-0.0043,0.008
1661981663099240303,0.0863,-0.0042,0.008
1661981663148415565,0.0863,-0.0041,0.008
1661981663205841064,0.0863,-0.0039,0.008
1661981663254918575,0.0863,-0.0038,0.008
1661981663303971767,0.0863,-0.0037,0.008
1661981663353236198,0.0863,-0.0036,0.008
1661981663402504205,0.0863,-0.0035,0.008
1661981663451601505,0.0863,-0.0033,0.008
1661981663500909328,0.0863,-0.0032,0.008
1661981663550051927,0.0863,-0.0031,0.008
1661981663607132673,0.0863,-0.0029,0.008
1661981663656343221,0.0863,-0.0028,0.008
1661981663705512523,0.0863,-0.0027,0.008
1661981663758426189,0.0863,-0.0026,0.008
1661981663807782888,0.0863,-0.0024,0.008
1661981663856858968,0.0863,-0.0023,0.008
1661981663906120538,0.0863,-0.0022,0.008
1661981663955349922,0.0863,-0.0021,0.008
1661981664012733697,0.0863,-0.0019,0.008
1661981664061755895,0.0863,-0.0018,0.008
1661981664111039400,0.0863,-0.0017,0.008
1661981664160070657,0.0863,-0.0016,0.008
1661981664209455013,0.0863,-0.0015,0.008
1661981664258616209,0.0863,-0.0013,0.008
1661981664307546377,0.0863,-0.0012,0.008
1661981664356632947,0.0863,-0.0011,0.008
1661981664414172649,0.0863,-0.0009,0.008
1661981664463146924,0.0863,-0.0008,0.008
1661981664512436628,0.0863,-0.0007,0.008
1661981664561498165,0.0863,-0.0006,0.008
1661981664610712289,0.0863,-0.0005,0.008
1661981664659921646,0.0863,-0.0003,0.008
1661981664709101200,0.0863,-0.0002,0.008
1661981664758252620,0.0863,-0.0001,0.008
1661981664815392732,0.0863,0.0001,0.008
1661981664864610671,0.0863,0.0002,0.008
1661981664913782596,0.0863,0.0003,0.008
1661981664963095664,0.0863,0.0004,0.008
1661981665012171030,0.0863,0.0005,0.008
1661981665061205387,0.0863,0.0007,0.008
1661981665110677242,0.0863,0.0008,0.008
1661981665159813642,0.0863,0.0009,0.008
1661981665217145442,0.0863,0.0011,0.008
1661981665270080566,0.0863,0.0012,0.008
1661981665319533109,0.0863,0.0013,0.008
1661981665368635654,0.0863,0.0014,0.008
1661981665417864561,0.0863,0.0015,0.008
1661981665466959476,0.0863,0.0017,0.008
1661981665516146183,0.0863,0.0018,0.008
1661981665565274953,0.0863,0.0019,0.008
1661981665622522592,0.0863,0.0021,0.008
1661981665671701669,0.0863,0.0022,0.008
1661981665720977306,0.0863,0.0023,0.008
1661981665770217418,0.0863,0.0024,0.008
1661981665819223403,0.0863,0.0025,0.008
1661981665868366003,0.0863,0.0027,0.008
1661981665917500257,0.0863,0.0028,0.008
1661981665966656923,0.0863,0.0029,0.008
1661981666023909091,0.0863,0.0031,0.008
1661981666073123216,0.0863,0.0032,0.008
